author,created,field,fieldtype,from,fromString,key,project,to,toString
pablo.kraan,2015-06-15 15:22:26.365,assignee,jira,,,MULE-8577,mule,pablo.kraan,Pablo Kraan
pablo.kraan,2015-06-15 15:22:31.887,resolution,jira,,,MULE-8577,mule,2,Won't Fix or Usage Issue
pablo.kraan,2015-06-15 15:22:31.887,status,jira,1,Open,MULE-8577,mule,6,Closed
alejandro.sequeira,2015-07-10 13:54:11.866,Version,jira,,,MULE-8577,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:11.866,Version,jira,15678,3.7.0 M2,MULE-8577,mule,,
alejandro.nosenzo,2015-05-07 11:46:28.950,description,jira,,When the Inbound properties are copied to outbound properties they should maintain their datatypes.,MULE-8576,mule,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = */*).

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

"
alejandro.nosenzo,2015-05-07 11:56:18.907,Attachment,jira,,,MULE-8576,mule,30456,datatype_copy_properties_not_maintain_datatype.zip
alejandro.nosenzo,2015-05-07 11:56:44.143,summary,jira,,Inbound properties copied to outbound properties maintain their datatypes,MULE-8576,mule,,Inbound properties copied to outbound properties not maintain their datatypes
alejandro.nosenzo,2015-05-07 11:57:19.834,description,jira,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = */*).

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

",MULE-8576,mule,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = ""*/*"").

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

"
alejandro.nosenzo,2015-05-07 11:57:39.652,description,jira,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = ""*/*"").

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

",MULE-8576,mule,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = '*/*').

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

"
alejandro.nosenzo,2015-05-07 11:58:09.221,description,jira,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = '*/*').

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

",MULE-8576,mule,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = \*/\*').

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

"
alejandro.nosenzo,2015-05-07 11:58:21.426,description,jira,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = \*/\*').

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

",MULE-8576,mule,,"When the Inbound properties are copied to outbound properties they should maintain their datatypes. Right now they are setted to the default message type (Encoding = null, MimeType = \*/\*).

1) Send HTTP request to http://localhost:8081/copy_property .

2) In the first log you can check that the outbound property ""inboundProp"" has mimeType=""text/xml"" encoding=""UTF-8"" before the VM connector. 

3) After the VM connector the inboundProperty ""inboundProp"" is copied from the inboundProperties to outboundProperties with ""<copy-properties propertyName=""inboundProp"" doc:name=""Copy Property""/>"".
Then you can check in the second logger that the Datatype of the ""inboundProp"" is set with encoding = null, mimeType = */*

"
pablo.kraan,2015-05-07 15:18:53.136,priority,jira,6,To be reviewed,MULE-8576,mule,3,Major
alejandro.nosenzo,2015-05-07 15:28:28.320,Sprint,custom,696,ESB K2 - GA Backlog,MULE-8576,mule,678,ESB K2 1
pablo.kraan,2015-05-07 15:28:34.268,Story Points,custom,,,MULE-8576,mule,,3
pablo.kraan,2015-05-07 18:52:58.601,assignee,jira,,,MULE-8576,mule,pablo.kraan,Pablo Kraan
pablo.kraan,2015-05-07 19:16:20.698,status,jira,1,Open,MULE-8576,mule,3,In Progress
pablo.kraan,2015-05-08 14:46:00.202,status,jira,3,In Progress,MULE-8576,mule,6,Closed
pablo.kraan,2015-05-08 14:46:00.202,Fix Version,jira,,,MULE-8576,mule,15286,3.7.0
pablo.kraan,2015-05-08 14:46:00.202,resolution,jira,,,MULE-8576,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:12.294,Version,jira,,,MULE-8576,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:12.294,Version,jira,15678,3.7.0 M2,MULE-8576,mule,,
alejandro.nosenzo,2015-05-06 21:21:07.065,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.
  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Step to reproduce (see attached app):


  "
alejandro.nosenzo,2015-05-06 21:21:52.442,Attachment,jira,,,MULE-8574,mule,30440,datatype_encoding_not_throw_exception.zip
alejandro.nosenzo,2015-05-06 21:32:11.388,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Step to reproduce (see attached app):


  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Step to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  "
alejandro.nosenzo,2015-05-06 21:32:16.367,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Step to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  "
alejandro.nosenzo,2015-05-06 21:33:04.997,Sprint,custom,,,MULE-8574,mule,696,ESB K2 - GA Backlog
alejandro.nosenzo,2015-05-07 11:53:52.755,summary,jira,,Using an incorrect value in the encoding field doesn't throw an excpetion,MULE-8574,mule,,Using an incorrect value in the encoding field doesn't throw an excpetion if you change the DataType tto a valid value before returning it
alejandro.nosenzo,2015-05-07 11:54:20.310,summary,jira,,Using an incorrect value in the encoding field doesn't throw an excpetion if you change the DataType tto a valid value before returning it,MULE-8574,mule,,Using an incorrect value in the encoding field doesn't throw an excpetion if you change the DataType to a valid value before returning it
pablo.kraan,2015-05-07 15:19:33.693,priority,jira,6,To be reviewed,MULE-8574,mule,3,Major
alejandro.nosenzo,2015-05-07 15:27:34.807,Sprint,custom,696,ESB K2 - GA Backlog,MULE-8574,mule,678,ESB K2 1
pablo.kraan,2015-05-07 15:28:41.871,Story Points,custom,,,MULE-8574,mule,,5
alejandro.nosenzo,2015-05-07 17:50:07.934,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

When you set the ContentType Property it let you use any value in both mimeType and encoding. 

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  "
alejandro.nosenzo,2015-05-07 17:51:18.431,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

When you set the ContentType Property it let you use any value in both mimeType and encoding. 

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

When you set the property ""ContentType""
 it let you use any value in both mimeType and encoding. But maybe in the content type property is the desired behaivour 

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  "
alejandro.nosenzo,2015-05-07 17:52:08.428,description,jira,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

When you set the property ""ContentType""
 it let you use any value in both mimeType and encoding. But maybe in the content type property is the desired behaivour 

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  ",MULE-8574,mule,,"When setting the encoding in payload, transformers, properties and variables with an incorrect value it is not validated. In the other hand the mimeType throws an exception. I think that the encoding should have the same behaviour.

When you set the property ""ContentType""
 it let you use any value in both mimeType and encoding. But maybe in the content type situation is the desired behaviour. 

Steps to reproduce (see attached app):

Set Payload:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception :
There the first set payload set the encoding with an invalid value but as then there is another set payload that set the encoding to a valid encoding there is not exception.

2)  Send HTTP request to  http://localhost:8081/encoding_throw_exception : 
Here the Set  Payload set an invalid encoding value and it throws ""java.io.UnsupportedEncodingException"".

Properties:
1) Send HTTP request to http://localhost:8081/encoding_not_throw_exception_in_properties :

2) Set property sets the encoding with a wrong value. In the check in the Outbound Property log:

  OUTBOUND scoped properties:
    pepe=2
    pepe-DataType=SimpleDataType{type=java.lang.Integer, mimeType='text/plain', encoding='qwd'}
  "
pablo.kraan,2015-05-13 12:51:06.427,assignee,jira,,,MULE-8574,mule,pablo.kraan,Pablo Kraan
pablo.kraan,2015-05-13 17:55:18.197,summary,jira,,Using an incorrect value in the encoding field doesn't throw an excpetion if you change the DataType to a valid value before returning it,MULE-8574,mule,,DataType does not validates encoding
mariano.gonzalez,2015-05-13 18:39:09.713,status,jira,1,Open,MULE-8574,mule,3,In Progress
alejandro.sequeira,2015-05-15 17:04:50.004,labels,jira,,datatype esb-backlog,MULE-8574,mule,,datatype esb-backlog target-3.7
alejandro.nosenzo,2015-05-15 17:37:12.109,Link,jira,,,MULE-8574,mule,MULE-8600,This issue relates to MULE-8600
pablo.kraan,2015-05-15 18:21:12.590,status,jira,3,In Progress,MULE-8574,mule,6,Closed
pablo.kraan,2015-05-15 18:21:12.590,Fix Version,jira,,,MULE-8574,mule,15865,3.7
pablo.kraan,2015-05-15 18:21:12.590,resolution,jira,,,MULE-8574,mule,1,Fixed
marcosnc,2015-05-22 23:59:24.068,Link,jira,,,MULE-8574,mule,MULE-8597,This issue duplicates MULE-8597
alejandro.sequeira,2015-05-27 17:34:51.421,Fix Version,jira,,,MULE-8574,mule,10622,2.2.1
alejandro.sequeira,2015-05-27 17:34:51.421,Fix Version,jira,15865,3.7,MULE-8574,mule,,
alejandro.sequeira,2015-07-10 13:54:21.742,Version,jira,,,MULE-8574,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:21.742,Version,jira,15678,3.7.0 M2,MULE-8574,mule,,
andres.gregoire,2015-05-06 18:02:34.866,Epic Link,custom,,,MULE-8573,mule,55491,EE-4088
andres.gregoire,2015-05-07 15:15:37.252,Story Points,custom,,,MULE-8573,mule,,3
andres.gregoire,2015-05-07 15:15:42.845,Sprint,custom,,,MULE-8573,mule,677,ESB Joy 4
andres.gregoire,2015-05-07 15:15:43.150,Rank,custom,,,MULE-8573,mule,,Ranked higher
andres.gregoire,2015-05-07 15:15:51.883,priority,jira,6,To be reviewed,MULE-8573,mule,2,Critical
andres.gregoire,2015-05-07 15:16:04.371,status,jira,1,Open,MULE-8573,mule,6,Closed
andres.gregoire,2015-05-07 15:16:04.371,Fix Version,jira,,,MULE-8573,mule,15678,3.7.0 M2
andres.gregoire,2015-05-07 15:16:04.371,resolution,jira,,,MULE-8573,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:24.127,Fix Version,jira,,,MULE-8573,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:24.127,Fix Version,jira,15678,3.7.0 M2,MULE-8573,mule,,
alejandro.sequeira,2015-07-10 14:02:14.257,Version,jira,,,MULE-8573,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:14.257,Version,jira,15025,3.7.0 M1,MULE-8573,mule,,
mariano.gonzalez,2015-05-06 15:44:18.873,Story Points,custom,,,MULE-8572,mule,,3
mariano.gonzalez,2015-05-06 15:44:18.873,priority,jira,6,To be reviewed,MULE-8572,mule,1,Blocker
mariano.gonzalez,2015-05-06 15:44:24.422,status,jira,1,Open,MULE-8572,mule,3,In Progress
mariano.gonzalez,2015-05-06 17:58:37.280,status,jira,3,In Progress,MULE-8572,mule,6,Closed
mariano.gonzalez,2015-05-06 17:58:37.280,resolution,jira,,,MULE-8572,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:00.542,Fix Version,jira,,,MULE-8572,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:00.542,Fix Version,jira,15678,3.7.0 M2,MULE-8572,mule,,
alejandro.sequeira,2015-07-10 14:01:59.452,Version,jira,,,MULE-8572,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:01:59.452,Version,jira,15025,3.7.0 M1,MULE-8572,mule,,
mariano.gonzalez,2015-05-06 12:36:12.977,Fix Version,jira,,,MULE-8569,mule,15678,3.7.0 M2
mariano.gonzalez,2015-05-06 12:36:12.977,Story Points,custom,,,MULE-8569,mule,,5
mariano.gonzalez,2015-05-06 12:36:12.977,priority,jira,6,To be reviewed,MULE-8569,mule,1,Blocker
mariano.gonzalez,2015-05-06 12:36:22.555,status,jira,1,Open,MULE-8569,mule,6,Closed
mariano.gonzalez,2015-05-06 12:36:22.555,resolution,jira,,,MULE-8569,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:49.295,Fix Version,jira,,,MULE-8569,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:49.295,Fix Version,jira,15678,3.7.0 M2,MULE-8569,mule,,
alejandro.sequeira,2015-07-10 14:02:39.499,Version,jira,,,MULE-8569,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:39.499,Version,jira,15025,3.7.0 M1,MULE-8569,mule,,
andres.gregoire,2015-05-05 14:13:40.150,Epic Link,custom,,,MULE-8565,mule,55491,EE-4088
andres.gregoire,2015-05-05 17:45:25.120,Story Points,custom,,,MULE-8565,mule,,3
andres.gregoire,2015-05-05 17:45:34.263,priority,jira,6,To be reviewed,MULE-8565,mule,2,Critical
andres.gregoire,2015-05-05 17:54:21.835,Sprint,custom,,,MULE-8565,mule,677,ESB Joy 4
andres.gregoire,2015-05-05 17:54:22.109,Rank,custom,,,MULE-8565,mule,,Ranked higher
andres.gregoire,2015-05-05 17:54:30.274,status,jira,1,Open,MULE-8565,mule,3,In Progress
alejandro.sequeira,2015-05-05 18:58:24.778,Link,jira,,,MULE-8565,mule,EE-4438,This issue relates to EE-4438
andres.gregoire,2015-05-06 18:13:57.394,status,jira,3,In Progress,MULE-8565,mule,6,Closed
andres.gregoire,2015-05-06 18:13:57.394,Fix Version,jira,,,MULE-8565,mule,15678,3.7.0 M2
andres.gregoire,2015-05-06 18:13:57.394,resolution,jira,,,MULE-8565,mule,1,Fixed
andres.gregoire,2015-05-06 19:15:46.084,Link,jira,,,MULE-8565,mule,STUDIO-6417,This issue relates to STUDIO-6417
andres.gregoire,2015-05-11 19:13:21.617,Link,jira,,,MULE-8565,mule,MULE-8540,This issue relates to MULE-8540
dfeist,2015-05-18 08:48:53.040,Link,jira,,,MULE-8565,mule,SE-1793,This issue blocks SE-1793
alejandro.sequeira,2015-07-10 13:54:40.905,Fix Version,jira,,,MULE-8565,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:40.905,Fix Version,jira,15678,3.7.0 M2,MULE-8565,mule,,
alejandro.sequeira,2015-07-10 14:02:29.133,Version,jira,,,MULE-8565,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:29.133,Version,jira,15025,3.7.0 M1,MULE-8565,mule,,
mariano.gonzalez,2015-05-04 21:58:03.969,Story Points,custom,,,MULE-8564,mule,,1
mariano.gonzalez,2015-05-04 21:58:03.969,priority,jira,6,To be reviewed,MULE-8564,mule,3,Major
mariano.gonzalez,2015-05-04 21:58:09.295,status,jira,1,Open,MULE-8564,mule,3,In Progress
mariano.gonzalez,2015-05-04 23:38:38.314,status,jira,3,In Progress,MULE-8564,mule,6,Closed
mariano.gonzalez,2015-05-04 23:38:38.314,Fix Version,jira,,,MULE-8564,mule,15678,3.7.0 M2
mariano.gonzalez,2015-05-04 23:38:38.314,resolution,jira,,,MULE-8564,mule,1,Fixed
alejandro.nosenzo,2015-05-18 14:11:47.330,resolution,jira,1,Fixed,MULE-8564,mule,,
alejandro.nosenzo,2015-05-18 14:11:47.330,status,jira,6,Closed,MULE-8564,mule,4,Reopened
alejandro.nosenzo,2015-05-18 14:16:39.065,Fix Version,jira,,,MULE-8564,mule,15669,3.6.3 (EE Only)
alejandro.nosenzo,2015-05-18 14:16:39.065,Fix Version,jira,,,MULE-8564,mule,15680,3.5.4 (EE Only)
alejandro.nosenzo,2015-05-18 14:17:07.759,status,jira,4,Reopened,MULE-8564,mule,6,Closed
alejandro.nosenzo,2015-05-18 14:17:07.759,resolution,jira,,,MULE-8564,mule,1,Fixed
alejandro.sequeira,2015-07-07 02:11:20.016,resolution,jira,1,Fixed,MULE-8564,mule,,
alejandro.sequeira,2015-07-07 02:11:20.016,status,jira,6,Closed,MULE-8564,mule,4,Reopened
alejandro.sequeira,2015-07-07 02:11:29.503,Fix Version,jira,,,MULE-8564,mule,15286,3.7.0
alejandro.sequeira,2015-07-07 02:11:29.503,Fix Version,jira,15678,3.7.0 M2,MULE-8564,mule,,
alejandro.sequeira,2015-07-07 02:11:37.083,status,jira,4,Reopened,MULE-8564,mule,6,Closed
alejandro.sequeira,2015-07-07 02:11:37.083,resolution,jira,,,MULE-8564,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:31.586,Version,jira,,,MULE-8564,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:31.586,Version,jira,15678,3.7.0 M2,MULE-8564,mule,,
marcosnc,2015-04-29 15:13:09.736,Link,jira,,,MULE-8559,mule,SE-1940,This issue relates to SE-1940
marcosnc,2015-04-29 15:13:09.992,priority,jira,6,To be reviewed,MULE-8559,mule,3,Major
marcosnc,2015-04-29 18:39:41.488,status,jira,1,Open,MULE-8559,mule,10000,Pending 3rd-Party
marcosnc,2015-05-05 15:44:21.911,status,jira,10000,Pending 3rd-Party,MULE-8559,mule,1,Open
marcosnc,2015-05-05 15:44:54.618,Sprint,custom,677,ESB Joy 4,MULE-8559,mule,,
marcosnc,2015-05-05 15:44:54.906,Sprint,custom,,,MULE-8559,mule,678,ESB K2 1
marcosnc,2015-05-05 15:44:55.219,Rank,custom,,,MULE-8559,mule,,Ranked higher
marcosnc,2015-05-05 15:45:16.251,Story Points,custom,,,MULE-8559,mule,,0
marcosnc,2015-05-05 15:45:21.032,Sprint,custom,678,ESB K2 1,MULE-8559,mule,677,ESB Joy 4
marcosnc,2015-05-05 15:45:21.340,Rank,custom,,,MULE-8559,mule,,Ranked lower
marcosnc,2015-05-05 15:45:28.959,status,jira,1,Open,MULE-8559,mule,3,In Progress
marcosnc,2015-05-05 15:46:26.000,status,jira,3,In Progress,MULE-8559,mule,6,Closed
marcosnc,2015-05-05 15:46:26.000,Fix Version,jira,,,MULE-8559,mule,15669,3.6.3 (EE Only)
marcosnc,2015-05-05 15:46:26.000,Fix Version,jira,,,MULE-8559,mule,15680,3.5.4 (EE Only)
marcosnc,2015-05-05 15:46:26.000,Fix Version,jira,,,MULE-8559,mule,15286,3.7.0
marcosnc,2015-05-05 15:46:26.000,resolution,jira,,,MULE-8559,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:01:58.513,Version,jira,,,MULE-8559,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:01:58.513,Version,jira,15025,3.7.0 M1,MULE-8559,mule,,
mariano.gonzalez,2015-04-28 23:52:19.794,Link,jira,,,MULE-8556,mule,MULE-7588,This issue relates to MULE-7588
mariano.gonzalez,2015-04-28 23:52:20.002,Story Points,custom,,,MULE-8556,mule,,3
mariano.gonzalez,2015-04-28 23:52:20.002,priority,jira,6,To be reviewed,MULE-8556,mule,1,Blocker
mariano.gonzalez,2015-04-28 23:52:50.467,labels,jira,,esb-backlog,MULE-8556,mule,,esb-backlog target-3.7
