author,created,field,fieldtype,from,fromString,key,project,to,toString
mariano.gonzalez,2015-04-29 15:07:36.512,status,jira,1,Open,MULE-8556,mule,3,In Progress
mariano.gonzalez,2015-04-29 19:47:20.541,status,jira,3,In Progress,MULE-8556,mule,6,Closed
mariano.gonzalez,2015-04-29 19:47:20.541,Fix Version,jira,,,MULE-8556,mule,15678,3.7.0 M2
mariano.gonzalez,2015-04-29 19:47:20.541,resolution,jira,,,MULE-8556,mule,1,Fixed
mariano.gonzalez,2015-04-30 15:17:35.032,resolution,jira,1,Fixed,MULE-8556,mule,,
mariano.gonzalez,2015-04-30 15:17:35.032,status,jira,6,Closed,MULE-8556,mule,4,Reopened
mariano.gonzalez,2015-04-30 15:17:40.632,status,jira,4,Reopened,MULE-8556,mule,3,In Progress
mariano.gonzalez,2015-04-30 18:00:40.895,status,jira,3,In Progress,MULE-8556,mule,6,Closed
mariano.gonzalez,2015-04-30 18:00:40.895,resolution,jira,,,MULE-8556,mule,1,Fixed
mariano.gonzalez,2015-04-30 18:03:06.466,Link,jira,,,MULE-8556,mule,PERF-499,This issue relates to PERF-499
mariano.gonzalez,2015-04-30 18:07:34.198,Link,jira,,,MULE-8556,mule,EE-4434,This issue relates to EE-4434
alejandro.sequeira,2015-07-10 13:54:48.486,Fix Version,jira,,,MULE-8556,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:48.486,Fix Version,jira,15678,3.7.0 M2,MULE-8556,mule,,
alejandro.sequeira,2015-07-10 14:02:38.776,Version,jira,,,MULE-8556,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:38.776,Version,jira,15025,3.7.0 M1,MULE-8556,mule,,
jorge.garcia,2015-04-29 20:40:19.473,Version,jira,,,MULE-8555,mule,15291,3.6.2 (EE Only)
matias.baldini,2015-04-30 17:39:21.627,Link,jira,,,MULE-8555,mule,SE-2071,This issue relates to SE-2071
rrinaudo,2015-05-04 17:38:58.965,labels,jira,,,MULE-8555,mule,,esb-backlog
rrinaudo,2015-05-04 17:39:29.289,Sprint,custom,,,MULE-8555,mule,678,ESB K2 1
rrinaudo,2015-05-04 17:39:31.301,Rank,custom,,,MULE-8555,mule,,Ranked lower
rrinaudo,2015-05-04 17:40:27.471,Rank,custom,,,MULE-8555,mule,,Ranked higher
rrinaudo,2015-05-04 17:40:39.550,Epic Link,custom,,,MULE-8555,mule,49681,EE-4296
rrinaudo,2015-05-07 16:42:49.615,Story Points,custom,,,MULE-8555,mule,,5
pablo.lagreca.ce,2015-05-11 14:34:10.803,priority,jira,6,To be reviewed,MULE-8555,mule,1,Blocker
pablo.lagreca.ce,2015-05-11 14:34:19.483,assignee,jira,,,MULE-8555,mule,pablo.lagreca.ce,Pablo La Greca
pablo.lagreca.ce,2015-05-11 14:34:23.291,status,jira,1,Open,MULE-8555,mule,3,In Progress
pablo.lagreca.ce,2015-05-12 14:24:20.784,status,jira,3,In Progress,MULE-8555,mule,6,Closed
pablo.lagreca.ce,2015-05-12 14:24:20.784,Fix Version,jira,,,MULE-8555,mule,15286,3.7.0
pablo.lagreca.ce,2015-05-12 14:24:20.784,resolution,jira,,,MULE-8555,mule,2,Won't Fix or Usage Issue
alejandro.sequeira,2015-07-10 14:02:42.111,Version,jira,,,MULE-8555,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:42.111,Version,jira,15025,3.7.0 M1,MULE-8555,mule,,
pablo.kraan,2015-04-28 18:08:18.297,priority,jira,6,To be reviewed,MULE-8554,mule,5,Trivial
pablo.kraan,2015-04-28 18:08:22.900,labels,jira,,,MULE-8554,mule,,esb-backlog
pablo.kraan,2015-04-28 18:08:41.074,Story Points,custom,,,MULE-8554,mule,,0
pablo.kraan,2015-04-28 18:08:46.040,Sprint,custom,,,MULE-8554,mule,677,ESB Joy 4
pablo.kraan,2015-04-28 18:08:46.283,Rank,custom,,,MULE-8554,mule,,Ranked higher
pablo.kraan,2015-04-28 18:09:10.905,status,jira,1,Open,MULE-8554,mule,3,In Progress
pablo.kraan,2015-04-29 13:39:41.674,status,jira,3,In Progress,MULE-8554,mule,6,Closed
pablo.kraan,2015-04-29 13:39:41.674,Fix Version,jira,,,MULE-8554,mule,15669,3.6.3 (EE Only)
pablo.kraan,2015-04-29 13:39:41.674,Fix Version,jira,,,MULE-8554,mule,15680,3.5.4 (EE Only)
pablo.kraan,2015-04-29 13:39:41.674,Fix Version,jira,,,MULE-8554,mule,15678,3.7.0 M2
pablo.kraan,2015-04-29 13:39:41.674,resolution,jira,,,MULE-8554,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:50.537,Version,jira,,,MULE-8554,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:50.537,Version,jira,15678,3.7.0 M2,MULE-8554,mule,,
alejandro.sequeira,2015-07-10 13:54:50.537,Fix Version,jira,,,MULE-8554,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:50.537,Fix Version,jira,15678,3.7.0 M2,MULE-8554,mule,,
afelisatti,2015-04-28 17:34:45.182,Link,jira,,,MULE-8553,mule,MULE-8183,This issue relates to MULE-8183
afelisatti,2015-04-28 19:39:13.308,Sprint,custom,,,MULE-8553,mule,678,ESB K2 1
afelisatti,2015-04-28 19:39:13.633,Rank,custom,,,MULE-8553,mule,,Ranked higher
alejandro.sequeira,2015-05-04 20:11:51.693,priority,jira,6,To be reviewed,MULE-8553,mule,2,Critical
alejandro.sequeira,2015-05-04 20:11:59.118,labels,jira,,esb-backlog,MULE-8553,mule,,esb-backlog target-3.7
rrinaudo,2015-05-07 17:14:59.655,Story Points,custom,,,MULE-8553,mule,,1
rrinaudo,2015-05-07 17:15:04.492,Story Points,custom,,1,MULE-8553,mule,,3
afelisatti,2015-05-08 17:32:48.282,assignee,jira,,,MULE-8553,mule,afelisatti,Ana Felisatti
afelisatti,2015-05-08 17:32:52.142,status,jira,1,Open,MULE-8553,mule,3,In Progress
afelisatti,2015-05-11 16:43:11.734,status,jira,3,In Progress,MULE-8553,mule,6,Closed
afelisatti,2015-05-11 16:43:11.734,Fix Version,jira,,,MULE-8553,mule,15669,3.6.3 (EE Only)
afelisatti,2015-05-11 16:43:11.734,Fix Version,jira,,,MULE-8553,mule,15286,3.7.0
afelisatti,2015-05-11 16:43:11.734,resolution,jira,,,MULE-8553,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:02:32.333,Version,jira,,,MULE-8553,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:32.333,Version,jira,15025,3.7.0 M1,MULE-8553,mule,,
alejandro.nosenzo,2015-04-28 17:15:59.359,Attachment,jira,,,MULE-8552,mule,30253,400 Bad Request in place of 401 Unauthorized 
alejandro.nosenzo,2015-04-28 19:41:21.460,summary,jira,,The requester of the HTTP Module returns a 400 in place of 401 when you have wrong username/password,MULE-8552,mule,,The requester of the HTTP Module when using NTLM returns a 400 in place of 401 when you have wrong username/password
alejandro.nosenzo,2015-04-28 19:41:25.333,description,jira,,The requester of the HTTP Module returns a 400 (HTTP Error 400. The request has an invalid header name.) in place of 401 (401 - Unauthorized: Access is denied due to invalid credentials.),MULE-8552,mule,,The requester of the HTTP Module when using NTLM returns a 400 (HTTP Error 400. The request has an invalid header name.) in place of 401 (401 - Unauthorized: Access is denied due to invalid credentials.)
alejandro.sequeira,2015-05-04 20:12:27.713,labels,jira,,esb-backlog,MULE-8552,mule,,esb-backlog target-3.7
alejandro.sequeira,2015-05-04 20:12:38.628,priority,jira,6,To be reviewed,MULE-8552,mule,2,Critical
alejandro.nosenzo,2015-05-14 20:01:45.214,Link,jira,,,MULE-8552,mule,MULE-8583,This issue relates to MULE-8583
alejandro.nosenzo,2015-05-14 20:03:38.318,Sprint,custom,,,MULE-8552,mule,678,ESB K2 1
alejandro.nosenzo,2015-05-14 20:03:38.318,Fix Version,jira,,,MULE-8552,mule,15286,3.7.0
alejandro.nosenzo,2015-05-14 20:03:38.318,Story Points,custom,,,MULE-8552,mule,,0
alejandro.nosenzo,2015-05-14 20:03:38.318,assignee,jira,,,MULE-8552,mule,alejandro.nosenzo,Alejandro Nosenzo
alejandro.nosenzo,2015-05-14 20:04:31.277,status,jira,1,Open,MULE-8552,mule,6,Closed
alejandro.nosenzo,2015-05-14 20:04:31.277,resolution,jira,,,MULE-8552,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:40.603,Version,jira,,,MULE-8552,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:40.603,Version,jira,15678,3.7.0 M2,MULE-8552,mule,,
mariano.gonzalez,2015-04-28 14:44:31.028,Link,jira,,,MULE-8550,mule,MULE-7588,This issue relates to MULE-7588
mariano.gonzalez,2015-04-28 14:44:31.205,Story Points,custom,,,MULE-8550,mule,,0
mariano.gonzalez,2015-04-28 14:44:31.205,priority,jira,6,To be reviewed,MULE-8550,mule,1,Blocker
mariano.gonzalez,2015-04-28 14:44:31.205,labels,jira,,esb-backlog,MULE-8550,mule,,esb-backlog target-3.7
mariano.gonzalez,2015-04-28 14:44:35.336,status,jira,1,Open,MULE-8550,mule,3,In Progress
mariano.gonzalez,2015-04-28 14:45:33.206,Link,jira,,,MULE-8550,mule,EE-4413,This issue is duplicated by EE-4413
mariano.gonzalez,2015-05-04 21:11:03.294,status,jira,3,In Progress,MULE-8550,mule,6,Closed
mariano.gonzalez,2015-05-04 21:11:03.294,Fix Version,jira,,,MULE-8550,mule,15678,3.7.0 M2
mariano.gonzalez,2015-05-04 21:11:03.294,resolution,jira,,,MULE-8550,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:41.573,Fix Version,jira,,,MULE-8550,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:41.573,Fix Version,jira,15678,3.7.0 M2,MULE-8550,mule,,
alejandro.sequeira,2015-07-10 14:02:29.607,Version,jira,,,MULE-8550,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 14:02:29.607,Version,jira,15025,3.7.0 M1,MULE-8550,mule,,
pablo.kraan,2015-04-28 18:08:58.037,Story Points,custom,,,MULE-8549,mule,,2
pablo.kraan,2015-04-28 18:09:04.060,Sprint,custom,,,MULE-8549,mule,677,ESB Joy 4
pablo.kraan,2015-04-28 18:09:04.325,Rank,custom,,,MULE-8549,mule,,Ranked lower
pablo.kraan,2015-04-28 18:09:25.161,priority,jira,6,To be reviewed,MULE-8549,mule,3,Major
pablo.kraan,2015-04-28 18:09:40.003,status,jira,1,Open,MULE-8549,mule,3,In Progress
pablo.kraan,2015-04-29 11:26:45.877,status,jira,3,In Progress,MULE-8549,mule,6,Closed
pablo.kraan,2015-04-29 11:26:45.877,Fix Version,jira,,,MULE-8549,mule,15678,3.7.0 M2
pablo.kraan,2015-04-29 11:26:45.877,resolution,jira,,,MULE-8549,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:45.347,Version,jira,,,MULE-8549,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:45.347,Version,jira,15678,3.7.0 M2,MULE-8549,mule,,
alejandro.sequeira,2015-07-10 13:54:45.347,Fix Version,jira,,,MULE-8549,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:45.347,Fix Version,jira,15678,3.7.0 M2,MULE-8549,mule,,
alejandro.sequeira,2015-04-28 14:03:40.765,Epic Link,custom,,,MULE-8548,mule,41485,EE-3304
alejandro.sequeira,2015-04-28 14:04:26.687,priority,jira,6,To be reviewed,MULE-8548,mule,2,Critical
rrinaudo,2015-05-07 17:14:28.805,Story Points,custom,,,MULE-8548,mule,,5
marcosnc,2015-05-07 17:45:24.970,assignee,jira,,,MULE-8548,mule,marcosnc,Marcos Nunez Cortes
marcosnc,2015-05-07 17:45:33.608,status,jira,1,Open,MULE-8548,mule,3,In Progress
marcosnc,2015-05-07 19:02:48.836,summary,jira,,Upgrade Spring security to 4.1.6,MULE-8548,mule,,Upgrade Spring security to 4.0.1.RELEASE
marcosnc,2015-05-11 17:51:55.296,status,jira,3,In Progress,MULE-8548,mule,6,Closed
marcosnc,2015-05-11 17:51:55.296,Fix Version,jira,,,MULE-8548,mule,15286,3.7.0
marcosnc,2015-05-11 17:51:55.296,resolution,jira,,,MULE-8548,mule,6,Completed
alejandro.sequeira,2015-07-10 13:54:45.638,Version,jira,,,MULE-8548,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:45.638,Version,jira,15678,3.7.0 M2,MULE-8548,mule,,
afelisatti,2015-04-28 17:31:16.085,Story Points,custom,,,MULE-8547,mule,,0
afelisatti,2015-04-28 17:31:27.479,Sprint,custom,,,MULE-8547,mule,677,ESB Joy 4
afelisatti,2015-04-28 17:31:27.768,Rank,custom,,,MULE-8547,mule,,Ranked lower
afelisatti,2015-04-28 17:32:04.764,priority,jira,6,To be reviewed,MULE-8547,mule,3,Major
afelisatti,2015-04-28 17:32:21.055,status,jira,1,Open,MULE-8547,mule,6,Closed
afelisatti,2015-04-28 17:32:21.055,Fix Version,jira,,,MULE-8547,mule,15678,3.7.0 M2
afelisatti,2015-04-28 17:32:21.055,resolution,jira,,,MULE-8547,mule,1,Fixed
alejandro.sequeira,2015-07-10 13:54:46.501,Version,jira,,,MULE-8547,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:46.501,Version,jira,15678,3.7.0 M2,MULE-8547,mule,,
alejandro.sequeira,2015-07-10 13:54:46.501,Fix Version,jira,,,MULE-8547,mule,15286,3.7.0
alejandro.sequeira,2015-07-10 13:54:46.501,Fix Version,jira,15678,3.7.0 M2,MULE-8547,mule,,
vromero,2015-04-27 19:52:47.060,summary,jira,,Core schema for 3.6 is not defined,MULE-8544,mule,,Core schema for 3.6 is not defined and rubbish at the end of line
vromero,2015-04-27 19:53:10.823,description,jira,,https://github.com/mulesoft/mule/blob/mule-3.x/modules/spring-config/src/main/resources/META-INF/spring.schemas#L11,MULE-8544,mule,,"https://github.com/mulesoft/mule/blob/mule-3.x/modules/spring-config/src/main/resources/META-INF/spring.schemas#L11

And remove rubbish bracket at end of line."
vromero,2015-04-28 14:34:48.038,priority,jira,6,To be reviewed,MULE-8544,mule,2,Critical
vromero,2015-04-28 14:34:54.559,labels,jira,,,MULE-8544,mule,,esb-backlog
vromero,2015-04-28 14:35:48.504,Story Points,custom,,,MULE-8544,mule,,1
vromero,2015-04-28 14:51:58.962,Rank,custom,,,MULE-8544,mule,,Ranked higher
rrinaudo,2015-05-21 14:54:15.666,Sprint,custom,,,MULE-8544,mule,696,ESB K2 2
rrinaudo,2015-05-21 14:54:15.872,Rank,custom,,,MULE-8544,mule,,Ranked lower
vromero,2015-05-21 18:31:46.179,status,jira,1,Open,MULE-8544,mule,3,In Progress
vromero,2015-05-21 18:45:13.662,status,jira,3,In Progress,MULE-8544,mule,6,Closed
vromero,2015-05-21 18:45:13.662,Fix Version,jira,,,MULE-8544,mule,15669,3.6.3 (EE Only)
vromero,2015-05-21 18:45:13.662,Fix Version,jira,,,MULE-8544,mule,15678,3.7.0 M2
vromero,2015-05-21 18:45:13.662,resolution,jira,,,MULE-8544,mule,1,Fixed
alejandro.sequeira,2015-07-07 02:13:28.111,resolution,jira,1,Fixed,MULE-8544,mule,,
alejandro.sequeira,2015-07-07 02:13:28.111,status,jira,6,Closed,MULE-8544,mule,4,Reopened
alejandro.sequeira,2015-07-07 02:13:37.361,Fix Version,jira,,,MULE-8544,mule,15286,3.7.0
alejandro.sequeira,2015-07-07 02:13:37.361,Fix Version,jira,15678,3.7.0 M2,MULE-8544,mule,,
alejandro.sequeira,2015-07-07 02:13:46.758,status,jira,4,Reopened,MULE-8544,mule,6,Closed
alejandro.sequeira,2015-07-07 02:13:46.758,resolution,jira,,,MULE-8544,mule,1,Fixed
vromero,2015-04-28 14:34:05.758,priority,jira,6,To be reviewed,MULE-8543,mule,2,Critical
vromero,2015-04-28 14:34:19.544,labels,jira,,,MULE-8543,mule,,esb-backlog
vromero,2015-04-28 14:35:55.003,Story Points,custom,,,MULE-8543,mule,,1
vromero,2015-04-28 14:51:52.729,Rank,custom,,,MULE-8543,mule,,Ranked higher
rrinaudo,2015-05-21 14:54:19.990,Sprint,custom,,,MULE-8543,mule,696,ESB K2 2
rrinaudo,2015-05-21 14:54:20.171,Rank,custom,,,MULE-8543,mule,,Ranked lower
vromero,2015-05-21 18:46:36.093,status,jira,1,Open,MULE-8543,mule,3,In Progress
vromero,2015-05-21 19:08:19.090,status,jira,3,In Progress,MULE-8543,mule,6,Closed
vromero,2015-05-21 19:08:19.090,Fix Version,jira,,,MULE-8543,mule,15669,3.6.3 (EE Only)
